numpoliza,numorden,rutbeneficiario,dvrutbeneficiario,apellidopaterno,apellidomaterno,nombres,sexo,tipobeneficiario,situacioninvalidez,fechanacimiento,edad,numdependentes,fechafallecimiento,fechainvalidez,derechopension,requisitopension,relacionhijomadre,fechanacimientohijomenor,derechoacrecer,porcentajepension,pensionpersona
91973174,1491554576,26427561,5,Jobson,Jobson,Russel,M,41,N,19850729,37,6,,,20,3,4,,SI,0.67,0.62
79630639,1561106731,22702439,5,Saunders,Saunders,Jayden,M,30,P,19910510,31,1,,,20,7,3,,NO,0.34,0.52
56441091,2107357239,17639197,4,Craig,Craig,Hayden,M,30,T,19750828,47,4,,,10,6,1,,SI,0.29,0.75
43784952,1200118984,13659743,7,Graham,Graham,Daron,M,52,P,19940403,28,4,,,10,2,0,,SI,0.07,0.89
51416806,1338457012,22969849,2,Barrett,Barrett,Josephine,F,30,P,19920619,30,4,,,10,8,1,,SI,0.06,0.88
60316125,1292401771,18830997,7,Rowan,Rowan,Caydence,F,20,T,19920207,30,0,,,10,6,1,,NO,0.2,0.94
96467651,1779859368,9343516,4,Jennson,Jennson,Ethan,M,11,N,19850506,37,1,,,90,8,3,,NO,0.38,0.02
95071481,2096285298,27422621,6,Gaynor,Gaynor,Angela,F,10,N,19810519,41,1,,,90,4,1,,NO,0.46,0.18
80911744,1575526914,20097804,7,Upsdell,Upsdell,Rhea,F,10,P,19970308,25,5,,,90,1,2,,NO,0.7,0.43
76995013,2138169255,15644138,8,Wilkinson,Wilkinson,Faith,F,41,N,19950527,27,5,,,20,4,1,,SI,0.26,0.99
49252391,1379691143,18337961,7,Connor,Connor,Cecilia,F,41,T,19940622,28,5,,,10,4,2,,NO,0.12,0.27
6807564,1463471505,25714248,7,Phillips,Phillips,Benjamin,M,51,T,19940219,28,0,,,90,6,2,,NO,0.71,0.89
90384932,1269576609,26276697,5,Rodwell,Rodwell,Adina,F,21,P,19790723,43,6,,,10,6,1,,NO,0.79,0.25
90814519,1690848804,8586110,7,Nurton,Nurton,Enoch,M,30,P,19941102,28,1,,,20,7,0,,NO,0.5,0.99
18097280,1172705735,17818923,4,Mitchell,Mitchell,Brad,M,51,T,19951223,26,0,,,10,2,4,,NO,0.59,0.65
79833126,1962438328,9308997,2,Norton,Norton,Penelope,F,41,N,19900127,32,3,,,20,5,2,,SI,0.95,0.34
6910169,1456851368,8385184,8,Tate,Tate,Christy,F,20,N,19910121,31,0,,,20,5,4,,NO,0.69,0.55
73299990,1092985481,25397755,3,Baxter,Baxter,Nate,M,52,T,19900122,32,4,,,20,5,4,,SI,0.69,0.7
60145809,1852469087,18973334,7,Lee,Lee,Penelope,F,30,T,19900606,32,1,,,10,3,4,,SI,0.79,0.86
17240579,1222483080,8307840,2,Brown,Brown,Matthew,M,41,P,19900810,32,2,,,90,6,1,,SI,0.09,0.49
10151847,1192045114,27516046,3,Malone,Malone,Tyler,M,21,T,20050624,17,4,,,90,7,3,,NO,0.66,0.07
18025407,1630838944,19182289,3,Jennson,Jennson,Chadwick,M,77,P,20071229,14,3,,,20,8,3,,SI,0.22,0.47
24507912,1223893652,9341482,8,Price,Price,Sydney,F,35,P,19820523,40,3,,,10,3,1,,NO,0.84,0.8
34420990,1603356525,7898646,4,Brown,Brown,Evelynn,F,21,N,19880805,34,2,,,20,1,4,,SI,0.78,0.14
76871926,1090364506,17866785,7,Hudson,Hudson,Oliver,M,52,P,20030214,19,5,,,90,7,2,,SI,0.37,0.71
11661737,1244529297,23715718,4,Ellis,Ellis,Fred,M,50,P,19891201,32,1,,,10,7,3,,NO,0.4,0.93
84333484,1954577628,18607490,6,Kennedy,Kennedy,Elisabeth,F,11,T,19860907,36,2,,,90,4,3,,NO,0.81,0.99
99881642,2118281818,23320096,7,Emerson,Emerson,Matt,M,20,P,19880621,34,0,,,20,5,4,,NO,0.98,0.36
20022969,1652464873,16921208,7,Kidd,Kidd,Marvin,M,20,N,19790930,43,0,,,20,3,1,,NO,0.77,0.45
88887037,1078303019,23473104,3,Andersson,Andersson,Matthew,M,10,T,19981203,23,5,,,20,3,4,,SI,0.21,1
42013066,1610532192,21958707,6,Sylvester,Sylvester,Marie,F,51,N,19721027,50,5,,,90,2,3,,SI,0.6,0.52
78977224,1479370025,15056030,5,Lewis,Lewis,Leah,F,35,T,19831209,38,6,,,20,7,3,,SI,0.07,0.8
3636724,1205830035,13325457,2,Upton,Upton,Percy,M,10,T,19750915,47,0,,,90,7,1,,SI,0.71,0.94
6076296,1049638098,21897988,2,Cattell,Cattell,Sofie,F,20,N,19920507,30,3,,,10,5,0,,NO,0.12,0.78
2666515,1569481867,7850862,7,Howard,Howard,Hank,M,21,T,19800227,42,0,,,20,2,4,,SI,0.83,0.87
33301623,1378436195,22783444,4,Oliver,Oliver,Deborah,F,51,N,20050909,17,0,,,10,1,0,,SI,0.17,0.75
763446,1035673510,10022440,6,Knight,Knight,Denis,M,11,P,20071208,14,0,,,10,3,2,,NO,0.47,0.77
56708393,1318343175,11298773,6,Rodwell,Rodwell,Michael,M,52,T,19681221,53,6,,,10,4,2,,SI,0.36,0.75
27222998,1228002413,22291337,3,Maxwell,Maxwell,Carissa,F,42,P,19940605,28,6,,,90,8,0,,SI,0.72,0.16
74505033,1931535831,20187796,6,Eaton,Eaton,Chad,M,,T,19700912,52,2,,,20,3,3,,NO,0.82,0.14
68126878,1965669868,15608601,4,Nobbs,Nobbs,Lindsay,F,77,P,20070923,15,2,,,10,1,3,,NO,0.59,0.62
44772746,1743645288,27324782,8,Edwards,Edwards,Henry,M,,N,19700218,52,6,,,10,4,4,,NO,0.3,0.14
81772233,1391921163,18868461,2,Parsons,Parsons,Hank,M,20,N,20021028,20,0,,,10,4,0,,NO,0.43,0.88
42003651,1818376232,14004576,8,Ross,Ross,Hazel,F,,N,19961008,26,0,,,10,2,1,,NO,0.63,0.21
80887140,2017974951,19113449,5,Snow,Snow,Erick,M,41,P,19710810,51,6,,,90,8,3,,SI,0.05,0.47
5621341,1564002848,7784610,5,Dobson,Dobson,Harry,M,50,P,19931013,29,4,,,20,2,1,,SI,0.2,0.71
81233216,1972654008,13705815,7,Atkinson,Atkinson,Morgan,F,21,T,19870212,35,1,,,90,3,1,,NO,0.86,0.03
71935949,1897771566,11322852,1,Patel,Patel,Elle,F,11,P,20010102,21,5,,,20,8,0,,NO,0.94,0.78
78883725,1854184670,18032251,1,Murphy,Murphy,Marilyn,F,42,N,20070922,15,3,,,90,3,3,,NO,0.32,0.22
5492722,1706100187,23729689,3,Nicholls,Nicholls,Elisabeth,F,,T,19901217,31,3,,,90,4,3,,NO,0.83,0.45
71313063,1228429056,21656379,3,Driscoll,Driscoll,Gloria,F,50,T,19740917,48,3,,,90,2,4,,SI,0.97,0.82
97328848,2140594211,19270641,2,Veale,Veale,Sebastian,M,77,N,19730422,49,0,,,90,1,1,,NO,0.06,0.84
41160353,1413092726,17585180,2,Russell,Russell,Caleb,M,77,T,19750622,47,4,,,10,3,0,,NO,0.29,0.05
97367005,1152806451,15582203,4,Chapman,Chapman,Nick,M,,P,19860814,36,6,,,90,7,4,,NO,0.19,0.12
74362894,1544526060,13579977,3,Whinter,Whinter,Lucas,M,20,P,19831016,39,2,,,20,1,4,,NO,0.89,0.06
18271682,1010759400,19988497,3,Dunbar,Dunbar,Janelle,F,35,T,19950609,27,1,,,10,7,1,,NO,0.67,0.63
24378256,1766426422,7475676,6,Simpson,Simpson,Tony,M,50,P,20040620,18,2,,,90,8,1,,NO,0.14,0.72
57416197,1148109528,16381442,6,Gallacher,Gallacher,Ramon,M,52,T,19751030,47,6,,,10,6,2,,SI,0.46,0.77
54279574,1196357784,9093356,7,Bradshaw,Bradshaw,Eileen,F,30,P,20021010,20,1,,,20,3,1,,NO,0.34,0.91
85227838,1921470008,25675008,8,Wilson,Wilson,Nathan,M,51,T,19820219,40,4,,,20,2,0,,SI,0.54,0.15
34920169,1556083287,12701087,8,Chadwick,Chadwick,Andrea,F,50,P,20021023,20,5,,,90,2,3,,NO,0.03,0.87
18096356,1750704167,24944065,2,Patel,Patel,Bristol,F,10,P,19711012,51,5,,,20,7,0,,SI,0.36,0.1
82385319,1675729705,19303558,8,Bright,Bright,Karen,F,41,T,19810511,41,3,,,10,8,2,,NO,0.11,0.98
44510820,1568976605,8051801,8,Davies,Davies,Andie,F,21,P,19871006,35,5,,,10,5,3,,NO,0.78,0.47
36592454,1687812271,22270957,2,Stewart,Stewart,Anthony,M,41,N,20030523,19,3,,,20,6,4,,NO,0.16,0.77
18698551,1900188771,9617579,7,Ward,Ward,Naomi,F,77,T,19950129,27,1,,,90,8,4,,NO,0.35,0.43
82414681,1826832866,24262140,8,Bryant,Bryant,Drew,F,10,P,19730611,49,5,,,10,1,1,,SI,0.04,0.03
97926134,1288150087,13944557,2,Taylor,Taylor,Cedrick,M,77,T,19800830,42,6,,,90,4,3,,SI,0.02,0.67
76003903,1420543961,25579290,2,Ross,Ross,Tony,M,52,P,20000515,22,2,,,10,6,0,,NO,0.78,0.7
26753651,1574693451,9665704,7,Gilmour,Gilmour,Goldie,F,41,T,19790510,43,0,,,10,8,1,,SI,0.76,0.67
46910370,1109355875,18095086,8,Rogers,Rogers,Chester,M,50,T,20000708,22,4,,,10,3,2,,SI,0.03,0.18
30061389,1737725047,23096665,7,Ramsey,Ramsey,Tyler,M,42,P,20070930,15,3,,,90,1,1,,SI,0.12,0.59
79895595,1853973334,8559191,6,Thomson,Thomson,Gwenyth,F,41,N,19941028,28,6,,,10,7,4,,SI,0.45,0.25
35112583,1808710569,7787002,1,Wright,Wright,Julius,M,,T,19770226,45,1,,,20,6,0,,SI,0.54,0.35
3931345,1271730027,9932884,3,Long,Long,Makenzie,F,77,N,19791004,43,2,,,10,1,3,,SI,0.48,0.92
8300534,1886261579,25566383,1,Matthews,Matthews,Ronald,M,30,T,19880904,34,3,,,90,2,1,,SI,0.24,0.39
59813177,1253734589,11610096,1,Williams,Williams,Julian,M,10,P,19681213,53,1,,,90,6,1,,SI,0.29,0.55
48005950,1178977753,12472902,5,Nelson,Nelson,Sage,F,10,P,19721029,50,3,,,20,2,2,,NO,0.02,0.87
18248406,2000807750,13607321,1,Shelton,Shelton,Rosa,F,10,N,19691126,52,1,,,20,5,2,,NO,0.21,0.88
58723696,1396720410,17437350,8,Ventura,Ventura,Esmeralda,F,50,T,19760625,46,1,,,20,1,4,,NO,0.1,0.07
83348141,1198509336,25549311,3,Purvis,Purvis,Charlize,F,20,N,19840117,38,4,,,10,1,0,,NO,0.61,0.6
16488737,1792746573,19686207,4,Bishop,Bishop,Luke,M,30,N,19770819,45,0,,,10,3,3,,NO,0.09,0.13
58353737,1808649535,27264710,3,Plant,Plant,Vanessa,F,52,P,19971119,25,1,,,90,2,4,,NO,0.17,0.98
35086135,1267927594,13469001,8,Adler,Adler,Russel,M,20,N,20031225,18,1,,,10,3,1,,SI,0.18,0.43
4444239,1229163774,14899652,2,Murphy,Murphy,Mackenzie,F,21,N,20040130,18,4,,,10,5,0,,SI,0.57,0.37
53203893,1324895701,26448051,7,Mackenzie,Mackenzie,Gabriel,M,41,P,19860309,36,3,,,90,6,1,,NO,0.02,0.93
82493826,2126273774,22572567,4,Abbey,Abbey,Cecilia,F,35,P,20061201,15,0,,,20,4,4,,NO,0.28,0.25
5386734,1136112422,27071516,6,Ainsworth,Ainsworth,Michelle,F,,N,19740131,48,4,,,10,1,0,,SI,0.46,0.23
18070791,1909906432,10697677,8,Roscoe,Roscoe,Chad,M,50,P,19770115,45,0,,,90,8,1,,SI,0.85,0.15
12547136,1997237162,18477108,7,Edwards,Edwards,Bart,M,52,N,19990506,23,0,,,10,4,0,,NO,0.77,0.38
56093741,2017823693,11811555,8,Clayton,Clayton,William,M,51,T,19900308,32,1,,,20,4,4,,NO,0.12,0.21
93254594,1733216397,18712626,1,Blackwall,Blackwall,Jacob,M,51,P,19900726,32,0,,,90,1,4,,SI,0.15,0.57
88012989,2038397014,16086084,6,Robe,Robe,Martin,M,,T,19851215,36,3,,,20,8,2,,NO,0.51,0.45
79973841,1009023419,19406590,3,Seymour,Seymour,Charlize,F,30,P,19711219,50,2,,,10,1,2,,NO,0.38,0.57
67381010,1580665679,15748313,3,Khan,Khan,Jane,F,30,N,19841006,38,5,,,90,1,0,,NO,0.5,0.02
82598739,1336916568,25349437,1,Cunningham,Cunningham,Gloria,F,35,T,19880622,34,3,,,90,7,4,,SI,0.59,0.24
31901604,1446949115,23850049,1,Ingram,Ingram,Daron,M,10,P,19980203,24,2,,,10,8,1,,NO,0.67,0.49
48717775,1919041712,27381172,1,Hooper,Hooper,Johnny,M,51,T,19690928,53,5,,,20,7,1,,NO,0.26,0.71
52184365,1029094224,11209287,4,Graves,Graves,Mike,M,42,N,19910314,31,5,,,10,1,1,,SI,0.46,0.83
80570757,1399582722,9215337,7,Robe,Robe,Johnathan,M,20,T,19811031,41,1,,,20,8,0,,SI,0.08,0
66589996,1339273539,14962171,4,Fenton,Fenton,Ryan,M,52,P,19760705,46,6,,,20,4,0,,SI,0.79,0.13
90074266,1489304561,10239391,3,Osman,Osman,Alma,F,10,T,19820524,40,2,,,20,1,4,,NO,0.1,0.28
72450586,1497267238,13665408,8,Wigley,Wigley,Owen,M,,P,20000924,22,4,,,10,7,1,,NO,0.82,0.1
21861950,1597981657,19949301,2,Freeburn,Freeburn,Matt,M,35,T,19840625,38,1,,,20,2,3,,NO,0.1,0.37
30737001,1678020349,13318578,1,Abbey,Abbey,Wade,M,42,T,19710824,51,0,,,10,6,1,,SI,0.13,0.24
92377771,1128333582,18670442,7,Brown,Brown,Percy,M,21,N,19900317,32,5,,,20,4,0,,SI,0.45,0.03
56170079,2061953149,26386288,4,Murphy,Murphy,Harry,M,20,P,19820606,40,1,,,20,7,2,,NO,0.77,0.53
42629063,1867867698,19985828,8,Williams,Williams,Camila,F,10,T,19711223,50,4,,,10,3,3,,NO,0.68,0.94
84812600,1001067988,16713761,3,Brock,Brock,Gil,M,11,T,19910812,31,2,,,10,7,0,,SI,0.62,0.13
91054558,2086972994,24381214,6,Cartwright,Cartwright,Anthony,M,10,N,19710301,51,2,,,10,5,0,,NO,0.54,0.3
68015581,2112518085,25141977,3,Herbert,Herbert,Nate,M,21,N,19771004,45,2,,,90,8,0,,SI,0.16,0.31
80414020,1025127590,8290729,3,Allen,Allen,Samantha,F,52,T,19860820,36,6,,,90,6,0,,NO,0.83,0.21
34394993,1054687034,23889346,3,Nash,Nash,Bob,M,50,T,19740915,48,4,,,90,3,2,,SI,0.21,0.21
55800381,1722088608,18030112,2,Funnell,Funnell,Rufus,M,,N,19870522,35,1,,,10,5,4,,NO,0.17,0.61
53045887,1001852273,14746297,5,Santos,Santos,Boris,M,50,N,20000604,22,1,,,90,4,0,,SI,0.88,0.56
28906214,1945248363,14917112,3,Dillon,Dillon,Ryan,M,35,N,20041025,18,3,,,10,7,3,,SI,0.58,0.81
73585448,1224970205,18710618,5,Kelly,Kelly,Irene,F,42,N,19840712,38,5,,,20,1,3,,SI,0.28,0.55
40523773,1183918102,22625371,8,Hudson,Hudson,Ramon,M,50,T,19751201,46,1,,,90,6,2,,NO,0.65,0.87
74534594,1844638386,13623265,6,Harvey,Harvey,Denis,M,10,T,19810715,41,0,,,90,2,3,,SI,0.65,0.33
89242221,2140859688,13807794,8,Moore,Moore,Benjamin,M,52,N,19960406,26,5,,,90,3,4,,NO,0.14,0.06
34074528,1111771744,9203798,7,Irwin,Irwin,Janelle,F,52,P,19761004,46,3,,,10,2,1,,NO,0.04,0.52
73966389,1491833654,18349729,3,Seymour,Seymour,Jacob,M,21,N,19820228,40,6,,,10,3,2,,SI,0.83,0.78
67922452,1915171764,23861210,8,Hooper,Hooper,Camellia,F,20,T,19990331,23,0,,,20,6,2,,SI,0.87,0.83
90953224,1923898319,19646311,6,Pearce,Pearce,Rocco,M,42,N,19770618,45,5,,,20,4,3,,SI,0.54,0.01
43142936,2076896760,19636191,7,King,King,Anabelle,F,,T,20020914,20,5,,,10,8,1,,SI,0.93,0.26
66575060,1093127904,26106117,3,Cann,Cann,Henry,M,50,T,19920414,30,5,,,20,8,4,,NO,0.7,0.68
79935959,1357959478,7702799,7,Callan,Callan,Matthew,M,11,N,19940515,28,5,,,90,4,3,,SI,0.35,0.02
98741325,1599076555,10302732,6,Thomson,Thomson,Jessica,F,42,T,19731120,49,1,,,10,5,1,,NO,0.15,0.81
74346732,1738067820,20390572,7,Pitt,Pitt,Rachael,F,11,T,19691015,53,4,,,10,3,0,,NO,0.9,0.06
13480647,1747620707,7869600,8,Vernon,Vernon,Domenic,M,20,T,19860723,36,4,,,20,3,3,,NO,0.05,0.62
76878548,1405613364,25288362,1,Zaoui,Zaoui,Emery,F,30,T,19741121,48,0,,,20,6,0,,NO,0.42,0.98
99906390,1818022685,9566805,6,Robinson,Robinson,Johnathan,M,,N,19991126,22,3,,,10,1,3,,SI,0.94,0.68
29181505,1303926303,13990843,6,Speed,Speed,Piper,F,10,P,19880815,34,1,,,10,2,1,,NO,0.74,0.73
1002645,1753229846,13844401,3,Russell,Russell,Ethan,M,42,N,19960113,26,2,,,10,3,0,,NO,0.12,0.7
14897345,1772846888,26541122,8,Drew,Drew,Luke,M,21,N,19730103,49,3,,,20,3,4,,SI,0.31,0.97
22506974,2116868424,14025443,2,Whitmore,Whitmore,Doug,M,,N,19850228,37,4,,,20,6,3,,SI,0.76,0.75
11973537,1091474803,23676576,2,Zaoui,Zaoui,Domenic,M,10,T,19720223,50,5,,,10,6,0,,NO,0.65,0.83
29447235,1942950955,10336691,2,Tyrrell,Tyrrell,Morgan,F,30,P,19961227,25,0,,,90,8,4,,NO,0.51,0.5
41379233,1496622636,24856052,3,Maxwell,Maxwell,Daphne,F,41,T,20050907,17,1,,,90,2,0,,SI,0.49,0.25
74610768,2113365799,25450403,4,Thomas,Thomas,Adeline,F,41,T,19870423,35,1,,,90,7,0,,SI,0.08,0.56
39444625,1511042682,7494131,1,Roman,Roman,Eve,F,50,P,19940227,28,3,,,90,6,0,,SI,0.71,0.17
89579893,1615095359,19762957,8,Walker,Walker,Karla,F,52,T,19890613,33,0,,,10,1,1,,NO,0.96,0.56
67382518,1841813488,27812960,6,Clifton,Clifton,Mike,M,41,T,19791009,43,6,,,20,4,3,,SI,0.21,0.03
58908122,1907376199,9480302,5,Blythe,Blythe,Andie,F,11,N,20050416,17,2,,,10,7,2,,SI,0.63,0.8
16347162,2037550752,21229390,1,Anderson,Anderson,Chuck,M,30,T,19781102,44,0,,,10,3,2,,SI,0.67,0.67
92985677,1649048500,18949152,1,Morrow,Morrow,Eryn,F,42,N,20020904,20,5,,,20,8,1,,SI,0.72,0.67
37446671,2049630185,14788128,2,Seymour,Seymour,Valentina,F,10,T,19980223,24,6,,,10,1,2,,NO,0.7,0.35
21559589,1687337138,27007969,6,Wright,Wright,Phillip,M,51,N,19980524,24,5,,,20,4,4,,NO,0.24,0.75
29987497,1649348664,26978547,5,Irwin,Irwin,Makena,F,50,P,20000429,22,1,,,10,1,3,,NO,0.96,0.3
83106013,1483846666,14875329,4,Burge,Burge,Caydence,F,51,T,19681031,54,2,,,20,4,0,,NO,0.86,0.83
85309923,1303173457,11343354,7,Snow,Snow,Florence,F,11,T,19930207,29,4,,,10,8,2,,SI,0.27,0.41
61029229,2069113133,13141257,6,Reading,Reading,George,M,52,T,19880422,34,3,,,10,7,2,,SI,0.44,0.84
56585777,1726456432,20247996,7,Wright,Wright,Cameron,F,52,T,19760116,46,2,,,20,8,2,,SI,0.88,0.67
50030053,1652333016,7621517,1,Tindall,Tindall,Clint,M,30,N,19871204,34,5,,,20,4,1,,SI,0.87,0
84682762,2128234204,18235774,7,Gibbons,Gibbons,Leanne,F,10,P,19990528,23,0,,,90,7,1,,NO,0.79,0.28
60195000,1627937833,8874345,1,Denton,Denton,Michael,M,,N,19771211,44,5,,,90,6,0,,SI,0.65,0.63
77660503,2113284753,7881782,6,Waterhouse,Waterhouse,Dorothy,F,,N,19760602,46,5,,,20,1,2,,NO,0.11,0.03
27773376,1881069833,26152933,5,Willson,Willson,Clint,M,,N,19770728,45,3,,,10,8,4,,SI,0.72,0.03
43550741,1654961707,11721772,6,Radcliffe,Radcliffe,Hazel,F,50,P,19920726,30,5,,,20,6,3,,NO,0.97,0.78
80919510,1992567929,19111580,7,Boyle,Boyle,Nick,M,77,T,19710825,51,1,,,10,1,2,,NO,0.65,0.32
33938078,1070604849,22022954,2,Ainsworth,Ainsworth,Hank,M,50,N,19891218,32,0,,,90,1,0,,SI,0.55,0.65
51758355,1990509790,20257770,8,Button,Button,Tyson,M,35,T,19790401,43,3,,,10,3,4,,SI,0.2,0.72
82621006,1110852303,21262091,4,Palmer,Palmer,Molly,F,21,P,19800729,42,3,,,10,4,3,,SI,0.5,0.28
24531135,1816829979,15282229,5,Archer,Archer,Abdul,M,21,N,19841111,38,2,,,10,3,3,,NO,0.93,0.52
9049995,1965780327,26158858,1,Wilkinson,Wilkinson,Tony,M,50,T,19810903,41,2,,,10,1,3,,NO,0.46,0.77
94067672,1503096135,17228034,8,Todd,Todd,Tony,M,20,T,19750807,47,6,,,90,2,4,,SI,0.81,0.55
75625515,1382594789,16155702,2,Holmes,Holmes,Johnny,M,77,T,19860914,36,1,,,20,1,3,,SI,0.69,0.56
84801004,1698771077,20526153,2,Redden,Redden,Cassandra,F,11,N,19721116,50,2,,,10,1,0,,NO,0.22,0.34
23119766,1586146044,26293271,4,Mcgregor,Mcgregor,Anabel,F,50,P,19740305,48,1,,,20,1,0,,SI,0.91,0.09
53582634,1132868774,18751762,3,Wade,Wade,Alan,M,11,N,19880822,34,2,,,10,8,0,,NO,0.59,0.3
8806010,2066743482,8052848,8,Fenton,Fenton,Natalie,F,51,T,19980810,24,4,,,90,8,2,,SI,0.26,0.26
92401711,1775965443,15346702,5,Buckley,Buckley,Danielle,F,30,P,19960918,26,2,,,90,6,2,,NO,0.63,0.25
70688349,1569627684,13797436,1,Booth,Booth,Esmeralda,F,52,T,19980124,24,5,,,90,6,3,,SI,0.65,0.39
52181361,1799997189,20350298,8,Waterson,Waterson,Jacqueline,F,11,T,19910625,31,3,,,20,4,0,,SI,0.4,0.8
7546336,1697426824,22297202,4,Flack,Flack,Daron,M,20,N,19740831,48,1,,,10,8,0,,SI,0.75,0.18
79380596,1085939785,8486632,5,Bailey,Bailey,Summer,F,77,T,19960411,26,3,,,20,4,3,,SI,0.44,0.72
52396098,1913399089,21479025,6,Parker,Parker,Chester,M,10,P,19750629,47,1,,,10,1,4,,SI,0.73,0.14
1468482,1017387786,15728363,2,Miller,Miller,Javier,M,42,P,19981106,24,6,,,20,3,4,,NO,0.38,0.54
35812495,1123269530,9046391,6,Thorpe,Thorpe,Eryn,F,50,T,19860219,36,5,,,90,7,4,,NO,0.2,0.1
19341222,1131604884,15675326,8,Goodman,Goodman,Luna,F,35,P,20051113,17,6,,,90,5,3,,SI,0.86,0.84
34540821,2064168508,18777682,3,Fox,Fox,Fred,M,20,N,19820707,40,6,,,10,3,2,,SI,0.97,0.71
15665292,2091718642,16812924,8,Edley,Edley,Abbey,F,10,T,19781202,43,6,,,10,2,1,,NO,0.97,0.37
21388714,1731174439,15058664,4,Khan,Khan,Marvin,M,51,N,19750824,47,6,,,10,5,4,,NO,0.07,0.26
10204776,2014224567,23351306,8,Owens,Owens,Trisha,F,42,P,19710402,51,5,,,20,4,2,,SI,0.63,0.41
73265442,1894632361,22724399,3,Hobson,Hobson,Kate,F,42,P,19911102,31,2,,,90,4,2,,NO,0.01,0.11
28394321,1501776254,19394608,4,Donnelly,Donnelly,Nick,M,51,N,19731015,49,4,,,20,8,0,,NO,0.75,0.53
55319825,1408107552,8399087,1,Sherry,Sherry,Rufus,M,11,N,19900921,32,4,,,20,3,4,,SI,0.5,0.37
22467232,1168354852,17744109,4,Ainsworth,Ainsworth,Jayden,M,30,N,19900520,32,0,,,90,3,3,,NO,0.84,0.31
92715509,1261453560,12634377,3,Ellison,Ellison,Gemma,F,50,T,20020721,20,4,,,10,2,3,,NO,0.23,0.88
96870335,1053695818,13609625,5,Evans,Evans,Benjamin,M,20,N,20070605,15,2,,,10,3,0,,NO,0.82,0.82
34776914,2106730613,7877267,6,Thomas,Thomas,Zara,F,21,T,19960323,26,5,,,10,7,4,,NO,0.78,0.18
5633939,1711412363,16495171,4,Selby,Selby,Ivy,F,50,N,19730408,49,4,,,20,3,2,,SI,0.17,0.26
11703692,2076051145,7496120,6,Hastings,Hastings,Martin,M,52,T,19870610,35,1,,,90,4,4,,NO,0.52,0
28396780,2034503419,21780138,8,Leigh,Leigh,Ryan,M,51,N,19760513,46,2,,,20,3,2,,SI,0.65,0.71
44628534,1050212606,23342113,2,Campbell,Campbell,Beatrice,F,21,P,19780815,44,5,,,90,2,0,,NO,0.1,0.36
41556437,1477518905,8092785,4,Woods,Woods,Gil,M,,P,20041212,17,5,,,20,6,0,,SI,0.47,0.14
72565976,1582700316,7311400,5,Nelson,Nelson,Clint,M,,T,19701123,51,6,,,10,6,4,,NO,0.34,0.62
67650461,1464673486,26917066,6,Fall,Fall,Jasmine,F,41,P,20030319,19,1,,,90,3,2,,SI,0.55,0.24
57925033,1472627616,7875182,1,Bryson,Bryson,Faith,F,41,T,19720806,50,4,,,90,2,3,,NO,0.37,0.41
65240058,1891857824,20091643,2,Pearson,Pearson,Nate,M,21,T,20060113,16,4,,,10,3,2,,NO,0.24,0.48
35565687,1740876087,27862414,2,Lucas,Lucas,Cedrick,M,30,N,19830718,39,3,,,20,8,2,,NO,0.86,0.83
87789655,2101259742,24832824,8,Hooper,Hooper,Harvey,M,11,N,19930126,29,3,,,10,4,2,,SI,0.57,0.28
87668674,1755523055,26530719,6,Thompson,Thompson,Tyson,M,10,T,19850113,37,5,,,90,1,0,,NO,0.05,0.3
30926868,1582534701,8195083,5,Kaur,Kaur,Makenzie,F,,P,19940810,28,5,,,20,1,3,,SI,0.36,0.51
43248225,2087908096,26134155,4,Varndell,Varndell,Chester,M,10,P,19990207,23,6,,,20,1,1,,SI,0.99,0.34
85466096,1952891316,26624030,3,Cattell,Cattell,Nicholas,M,30,N,19890717,33,4,,,20,5,1,,NO,0.89,0.63
78538086,1457350090,27297420,4,Thorpe,Thorpe,Martin,M,,T,19730824,49,2,,,10,4,4,,SI,0.86,0.44
78156799,1571647396,14913707,7,London,London,Benjamin,M,50,P,20051115,17,4,,,90,3,3,,NO,0,0.28
43995531,2018852126,15050727,8,Cameron,Cameron,Cassidy,F,10,N,19920808,30,6,,,10,8,2,,NO,0.61,0.32
64098824,1476622632,14082533,4,Speed,Speed,Ethan,M,42,P,19980927,24,2,,,10,3,3,,NO,0.08,0.8
88753589,1464671139,12747483,6,Willson,Willson,Tyson,M,52,P,20050719,17,1,,,90,2,3,,NO,0.94,0.84
28702336,1126214597,8004494,3,Vangness,Vangness,Ellen,F,21,T,19911012,31,0,,,90,4,3,,NO,0.94,0.33
15723810,1430714457,24955313,5,Weldon,Weldon,Rick,M,77,T,19700827,52,4,,,20,4,3,,SI,0.18,0.27
76063980,1975878793,22908035,8,Emerson,Emerson,Brooklyn,F,35,P,19970511,25,0,,,90,3,4,,SI,0.27,0.61
38237522,1497006677,25700070,3,Alexander,Alexander,Camellia,F,,N,19770303,45,5,,,20,2,3,,SI,0.14,0.51
42594867,1461283068,25412273,5,Mackenzie,Mackenzie,Stella,F,20,P,19790224,43,1,,,90,4,3,,SI,0.18,0.57
26405011,1999288722,18577189,3,Nicholls,Nicholls,Aiden,M,11,N,19890109,33,0,,,10,2,2,,NO,0.5,0.9
11520231,1581153403,21132726,5,Stone,Stone,Brad,M,77,N,19800815,42,1,,,10,6,2,,SI,0.78,0.94
